Name,Latitude,Longitude
Power Source,-0.221754528125126,34.1170923672103
Building,-0.222707907468346,34.1182614622204
Building,-0.222626001223522,34.1167233295586
Building,-0.222498474610286,34.1174110675383
Building,-0.222564296341322,34.1175630255588
Building,-0.222642250887471,34.1178307028216
Building,-0.22271457016485,34.1182618040975
Building,-0.222065962866897,34.1155863146945
Building,-0.221986095277041,34.1149304071857
Building,-0.221321688011068,34.1146117137511
Building,-0.220970407814606,34.1151229833154
Building,-0.220781809923118,34.1142011230197
Building,-0.220544436711276,34.1139848841734
Building,-0.221750067033342,34.11629872243
Building,-0.221577065849937,34.1160680524646
Building,-0.221371240166852,34.1167826481708
Building,-0.220117797342798,34.1140713931635
Building,-0.219986463039292,34.1154142089043
Building,-0.220034071897373,34.1155033923503
Building,-0.219837601538348,34.11543700768
Building,-0.2197966981527,34.1152177371024
Building,-0.219763841333024,34.1148066885807
Building,-0.219806085812747,34.1146410621668
Building,-0.219799380339678,34.1144828118416
Building,-0.219841624819935,34.1145706541831
Building,-0.219715628576333,34.1139714995825
Building,-0.219171202338279,34.1144764546368
Building,-0.218912570251594,34.1150230541444
Building,-0.218748427742987,34.114331963793
Building,-0.21854734214255,34.1139711874548
Building,-0.218311980012685,34.1141911285846
Building,-0.218311491968757,34.1149359885358
Building,-0.218123840057753,34.1144212700367
Building,-0.217653630860889,34.1140746743391
Building,-0.215778980832604,34.1138672257009
Building,-0.214734002790634,34.114345554926
Building,-0.214739671101475,34.1148282563138
Building,-0.215906461708216,34.1166507938036
Building,-0.215467378804216,34.1167459074016
Building,-0.215442623383416,34.1157569866999
Building,-0.215251094636424,34.1157530779224
Building,-0.215268032552916,34.1162130107365
Building,-0.215038719212682,34.1163302740612
Building,-0.21498008796232,34.1161843463695
Building,-0.214698657957366,34.1158273446951
Building,-0.214782044626047,34.1156162707125
Building,-0.214722845478626,34.1143661977152
Building,-0.214741413334587,34.114835980687
Building,-0.221304099286754,34.1170805345199
Building,-0.221370634857387,34.116794091119
Building,-0.221258990425133,34.1172090957313
Building,-0.221145151331972,34.1172879292476
Building,-0.221129728745301,34.1173402323211
Building,-0.221131069839795,34.1174374623938
Building,-0.221057980185586,34.1175688906389
Building,-0.221202147844541,34.117248366674
Building,-0.220868215313586,34.1175776078165
Building,-0.220953374815164,34.1172966464342
Building,-0.220905765958737,34.1167508169107
Building,-0.220900401580697,34.1167494758062
Building,-0.220807866057263,34.1169969095736
Building,-0.220785737997637,34.1170948101985
Building,-0.22077366814691,34.1172255678824
Building,-0.220739470233643,34.1173234685155
Building,-0.220576527247533,34.1173214568589
Building,-0.2204712513226,34.1171779586826
Building,-0.220321719277017,34.1173784537997
Building,-0.220414925348614,34.1170317782944
Building,-0.220211749519408,34.1172181918149
Building,-0.220243265241918,34.1170894457877
Building,-0.220321048728154,34.1169023617073
Building,-0.220274110418261,34.1168145193658
Building,-0.220489098677254,34.1163394946944
Building,-0.220381158910592,34.1162566565879
Building,-0.220523405114558,34.1165369673523
Building,-0.220460649436517,34.1166172952132
Building,-0.220453955495134,34.1166817248581
Building,-0.220390363074402,34.1167536852335
Building,-0.220275729365758,34.1165955397574
Building,-0.220317566485012,34.1165378041075
Building,-0.220082441870001,34.1166666633864
Building,-0.220110054369077,34.1168950957407
Building,-0.220065707022053,34.1169545048877
Building,-0.22001717596288,34.1170473839769
Building,-0.219978685812409,34.1170197712747
Building,-0.219935175207403,34.1170616087022
Building,-0.220001277854532,34.1167185417947
Building,-0.219658968012155,34.1159139351877
Building,-0.2195443113796,34.1160142604757
Building,-0.219833558791843,34.1163491124112
Building,-0.219789259638988,34.1165719127262
Building,-0.21973714298839,34.116436408441
Building,-0.219754080899844,34.1167074170114
Building,-0.219830991137669,34.1167342272896
Building,-0.219910786266766,34.1165960935312
Building,-0.21973242068349,34.1169447806883
Building,-0.21964390843836,34.1168267634967
Building,-0.219684811824314,34.1166356561113
Building,-0.21963653241779,34.1167516616463
Building,-0.219581547537955,34.1166939941549
Building,-0.219540644151594,34.1167214867961
Building,-0.219382394983669,34.1167395917062
Building,-0.219452802452656,34.1165686008888
Building,-0.219635191323168,34.1163835284747
Building,-0.219597640673539,34.1163198260133
Building,-0.219524551014076,34.1162474063656
Building,-0.219523209919441,34.1161635873375
Building,-0.219442073692109,34.1159141419076
Building,-0.219376360053751,34.1158008185763
Building,-0.21943939150223,34.1158397106054
Building,-0.219394464831534,34.1160274652284
Building,-0.219412569609293,34.1161977854936
Building,-0.219319363530978,34.116091838242
Building,-0.219260355365981,34.1160281357806
Building,-0.219385747716304,34.1164023039222
Building,-0.219258343720678,34.1165679303322
Building,-0.219238227300733,34.1166450438381
Building,-0.21930796422307,34.1166705248227
Building,-0.219171843114745,34.1165015456619
Building,-0.219149715052372,34.1165726241975
Building,-0.219102106191467,34.1165263560939
Building,-0.219067237728701,34.1166188923009
Building,-0.219029016530298,34.1164244321556
Building,-0.219138986293836,34.1164411959612
Building,-0.21920335883798,34.1163090971729
Building,-0.219241580035925,34.1162997094417
Building,-0.219251638245891,34.1163231787696
Building,-0.219206041026498,34.1159436462018
Building,-0.219212746499834,34.1158175823835
Building,-0.218978054928246,34.1165357438247
Building,-0.218927093330062,34.1165169683624
Building,-0.218910329646416,34.116465335841
Building,-0.218940504276976,34.1163084266204
Building,-0.218997500801198,34.1160965321172
Building,-0.21912490479666,34.1159288940531
Building,-0.219035051453258,34.1159456578587
Building,-0.219097412355826,34.1158041713392
Building,-0.218949221393389,34.115937611232
Building,-0.218949891940038,34.1154856590197
